id,name,requirements,tasks,summary,pageUrl
JOB14910784570,Data Analyst Supply Chain Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain/jobs-in/georgia/usa/jobs/?utm_source=.JOBS%20RSS%20Feed-DE&vs=25&utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe
JOB15256125781,Editorial Data Analyst,,"Shares journalism experience with the newsroom, and applies it to data.,Analyzes and looks for trends in overall editorial systems and platform metrics, including web, native apps and social media.,Brainstorms, drafts and implements analytics strategies to help guide our 24/7 publishing cycle.,Creates insights for editorial strategies that meet the overall content strategy and helps meet the content metrics goals derived from it.,Becomes a content data evangelizer in the newsroom.,Is able to generate analysis and insights quickly, to timely impact programming and strategizing on the site and native apps.,Has strong communication skills that convey the impact of the data trends.,Looks at data from different sources and platforms and weaves an analysis from all of them.,Strategizes current implementation and future ones to ensure the correct data is being captured.,Has strong analytical skills, as well as critical thinking and attention to detail.,Experience in journalism and newsroom/content data analysis strongly preferred.,Bachelor’s degree in journalism, mass communications or related field.,Experience producing and generating reports in Microsoft Excel, Microsoft Access and other data platforms,The ability to work independently.,Good understanding/knowledge of data gathering tools such as Adobe Analytics, Chartbeat, and Google Analytics.,Comfortable working on a deadline-driven journalistic and product environment.,Keen eye for detail and ability to jump quickly when new trends are discovered.,Understanding of audience models and how data powers them.,Reliable transportation to and from our Melville, Long Island office.,Desk jobs are largely sedentary roles that would require one’s ability to sit for extended period of time up to full 8 hour shift; may occasionally lift up to 25 lbs for files and supplies; ability to reach, bend.","
Would you like to work at an organization that consistently wins journalism prizes, including local...",https://www.mediabistro.com/jobs/description/387307/editorial-data-analyst/
JOB15410463752,"Sr. Data Analyst, Assurance and Advisory Management Jobs in United States",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-assurance-and-advisory-management/jobs-in/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe&vs=25&utm_source=.JOBS%20RSS%20Feed-DE
JOB15607596755,"Data Analyst Salaries in Westlake Village, CA",,,Business Systems AnalystData AnalystQuality Assurance TesterSenior Quantitative AnalystSystems Analy...,"https://www.indeed.com/salaries/Data-Analyst-Salaries,-Westlake-Village-CA"
JOB15813490832,Wikimedia Foundation — Summer Big Data Analyst,,,"
Title:
Summer Big Data Analyst
Type:
Internship
Brief Description:
User behavior analysis
Company:
...",https://cldb.ling.washington.edu/jobdetail.php?JobID=527
JOB15860909056,Senior Financial Data Analyst - Pro Finance Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/senior-financial-data-analyst-pro-finance/jobs-in/usa/jobs/?utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe&vs=25&utm_campaign=.JOBS%20RSS%20Feed
JOB16003040261,DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/georgia/usa/jobs/?vs=25&utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed
JOB16049947693,DATA ANALYST - SUPPLY CHAIN ANALYTICS,,,"
POSITION PURPOSE
A Data Analyst Supply Chain leverages technical abilities to synthesize complex an...",https://militaryjobs.homedepot.com/atlanta-ga/data-analyst-supply-chain-analytics/26006AC3A1924068A076014A8A5A7B75/job/
JOB16268526630,SR DATA ANALYST- SUPPLY CHAIN ANALYTICS Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-supply-chain-analytics/jobs-in/usa/jobs/?vs=25&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe
JOB16473261098,"Financial Data Analyst, Financial Services Jobs in United States",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/financial-data-analyst-financial-services/jobs-in/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe
JOB16870546767,Data Analyst & Visualization Specialist,"A Bachelor's degree in a relevant field (i.e. graphic design, liberal arts, social sciences, marketing) or demonstrated & equivalent experience that enables you to perform the duties of the position;,Two or more years of hands on experience with Tableau software. (Applicants will be expected to present a portfolio of dashboard and data visualization products);,Ability to work with large or complex data sets;,Strong Excel experience and good command of statistics;,Critical thinking to ensure quantitative results are properly represented in graphical terms;,Ability to limit bias in graphical form while ensuring most important data/findings are properly represented;,Collegial and collaborative personal demeanor;,Ability to prioritize assignments; effectively handle multiple assignments; and work independently and as part of project teams; and","Serve as our in-house data visualization advocate and expert; assist management in applying best practices for publications, reports and online media;,Develop intuitive and attractive interactive and static data visualizations for websites, publications, presentations and reports;,Produce unique data visualizations for a wide variety of audiences and products;,Distil quantitative and qualitative data to communicate compelling stories to diverse audiences;,Establish data visualization standards and explore new cutting-edge tools to periodically raise those standards;,Serve as the as the organization's Tableau power user, trainer and coach, building the capacity of NCSC staff in data visualization and collaborating with product development teams;,Make NCSC products and services more accessible, intuitive and consumable;,As Tableau Administrator, liaise with internal IT and external Tableau community, troubleshoot server technical issues as they arise and manage desktop licenses and user access to the server; and","
The National Center for State Courts (NCSC) is an independent, non-profit court improvement organiz...",https://www.idealist.org/en/nonprofit-job/fd5580a3da804cfda8647d17e977169b-data-analyst-visualization-specialist-national-center-for-state-courts-williamsburg
JOB16914685257,Data Analyst (Association Office),"BA/BS degree required; Master’s degree preferred.,Minimum of 3 years of strategic data management and analysis experience.,Knowledge of various research methodologies and evaluation systems.,Ability to effectively manage self and others in a fast-paced environment.,Ability to coordinate multiple projects in a fast-paced environment.,Proficient in Microsoft Office, including Excel.,Proficient in Microsoft BI, Tableau, SPSS, Stata and/or other statistical services.,Proficient in database management; experience in AS400 and/or YouthServices a plus.","Analyze program and operational metrics to evaluate current trends, annual performance and performance achievement.,Provide analytics support and analysis to departments on an ad hoc basis in support of organizational goals.,Provide reporting on quarterly and annual targets.,Provide support to uphold systematic and standard operating procedures for staff to implement during data collection, processing, auditing and reporting.,Support the Senior Vice President of Research, Evaluation & Strategy, in developing, aligning, implementing, and evaluating Association-wide data standards, organization, and distribution.","
The YMCA of Greater New York reaches half a million New Yorkers through programs that focus on yout...",https://www.idealist.org/en/nonprofit-job/1ebb06dbd45b4c5d9cdfbcfae63607c4-data-analyst-association-office-ymca-of-greater-new-york-new-york
JOB16925957483,Data Analyst,,"Work closely with campaigners to ensure they have easy access to the metrics they need to make strategic, data-driven decisions; develop MySQL queries, dashboards, spreadsheets, charts, etc. to provide this information in a clear and friendly format,Figure out if our emails are getting through to all our members, or if they are being filtered by ISPs; develop and implement strategies to make sure our emails are always reaching our target audience,Work closely with the member experience and fundraising teams to develop, implement, and refine our list of testing and analytics priorities.,Support the implementation of new organizational metrics for measuring important, but hard-to-quantify, outcomes, such as member engagement,Manage data quality -- make sure our database is clean, is recording all important information, and that the data is structured in such a way to make key queries as easy as possible to undertake,Train our staff on basic analytics concepts (like statistical significance), basic SQL and Excel skills and other useful data-related tools; build a culture of testing across the organization,Multi-talented and committed to continual learning;,Comfortable in fast-moving work environments;,Dedicated to building a fairer and more sustainable global economy;,An excellent writer and communicator;,An enthusiastic technologist and experimenter; and,Has a solid command of SQL; is able to find the most efficient way to write a complex SELECT statement,Is comfortable writing formulas and manipulating spreadsheets to analyze datasets,Consistently spots when data looks wrong, and is emotionally compelled to figure out why,Enjoys turning mountains of data into clean reports and visualizations that are attractive and user-friendly,Pays attention to all the details, ensuring that our conclusions are based on the cleanest possible data,Knowledge of statistical concepts, such as significance, sample size, confidence intervals, etc.,Experience designing & running optimization experiments, including basic online A/B testing,Is skilled at explaining analytical reports or other data work products to non-technical audiences,Is fascinated by statistics, data mining, and user interface experimentation,Is self-directed and excited to build their own workflow,Is proficient in written and oral English,Experience living or working in multiple regions of the world;,Dedicated to building a fairer and more sustainable global economy;,Basic grasp of the MoveOn/ 38 Degrees/ GetUp model of online campaigning,Proficiency in one or more of the following languages: French, German, or Spanish,Familiarity with principles of good UI/UX design, and ideas on how they can be implemented,Knowledge of Python, Django, Redshift, MySQL, Mode Analytics, Optimizely, Google Analytics, or ActionKit,Why are you applying for this job as Data Analyst at SumOfUs?,Scenario: A staff member wants to test the effect of different colors of the call-to-action button in our email campaigns. She asks you what sample size she should use for each variation. What are the top 3-5 questions you would ask her in order to provide support?,Take a look at our campaign page: https://actions.sumofus.org/a/amazon-stop-investing-in-hate/. If you were asked design to a/b experiments on this page with the goal of increasing conversions, what 2-3 page elements would you recommend testing first, and why?,the ability to work remotely from home or a co-working space,,flexible location to work from any timezone ranging between GMT-5 hours to GMT+1 hour (including anywhere in the Eastern Americas, UK, etc),,flexibility to set your own hours,,five weeks paid vacation leave per year,,paid sick leave,,six months paid parental leave,,private health insurance, and","
SumOfUs is paradise for a data nerd -- it was founded by one. Since we started 5 years ago, our com...",https://www.idealist.org/en/nonprofit-job/a3e530b1a105446cad1a6ccd56250e3a-data-analyst-sumofus-brooklyn
JOB16967496339,"Which job is better, data analyst/scientist or .Net developer?",,,"It depends on your profile and experience, if you are fresher both are same for you as you should bu...",https://www.quora.com/Which-job-is-better-data-analyst-scientist-or-Net-developer
JOB17039590460,"Sr. Data Analyst, Assurance and Advisory Management Jobs in United States",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-assurance-and-advisory-management/jobs-in/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&vs=25
JOB18107335689,"Sr Data Analyst Supply Chain Analytics Jobs in Atlanta, GA",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-supply-chain-analytics/jobs-in/atlanta/georgia/usa/jobs/?vs=25&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&utm_medium=.JOBS%20Universe
JOB18142774296,DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/usa/jobs/?vs=25&utm_medium=.JOBS%20Universe&utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE
JOB18187781166,"Sr. Data Analyst, Assurance and Advisory Management Jobs in United States",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-assurance-and-advisory-management/jobs-in/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE&vs=25&utm_medium=.JOBS%20Universe
JOB18249794570,DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/georgia/usa/jobs/?utm_medium=.JOBS%20Universe&vs=25&utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE
JOB18326209597,DATA ANALYST SUPPLY CHAIN,,"30%-Executes existing reporting and analytical responsibilities,20%-Leverages data analytics tools to create new dashboards, reports, and any additional ad-hoc requests,20%-Ensures the quality of work output by displaying a keen attention to detail,20%-Develops additional technical competencies and subject matter expertise within core functional group,10%-Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture","
POSITION PURPOSE:
A Data Analyst Supply Chain leverages technical abilities to synthesize complex a...",https://militaryjobs.homedepot.com/395D225AAF084D8AA7DDB214B112D57925
JOB18347574311,"DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Atlanta, GA",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/atlanta/georgia/usa/jobs/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&vs=25
JOB18414208044,SR DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-supply-chain-analytics/jobs-in/georgia/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE
JOB18780423231,"The Home Depot PRO - Customer Service Data Analyst Jobs in Jacksonville, FL",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/the-home-depot-pro-customer-service-data-analyst/jobs-in/jacksonville/florida/usa/jobs/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&vs=25&utm_campaign=.JOBS%20RSS%20Feed
JOB19784437227,Data Analyst,,"Mine data and analytics at the customer level to gain a better understanding of their usage behaviors, including impacts of current marketing strategies.,Work closely with the CRM marketing team, responsible for CRM campaign pre and post analysis, cohorting, experiment design, segmentation, KPI measurement and more. Collaborate on project planning/prioritization meetings, stakeholder meeting, data prioritization meeting, etc.,Choose the proper metrics for tracking and understanding current and future experiments.,Develop dashboards that provide reliable insights and visualization into rider and channel performance relative to KPIs, projections, and historical performance.,Implement and analyze A/B or Multi-Variate Tests to provide actionable insights to the marketing team on the test data.,Present findings to senior management to drive business and marketing decisions.,BS/MS in Engineering, Computer Science, Math, Economics, Statistics, or equivalent experience.,At least 2 years of analytical and database experience. Marketing analytics or consulting experience is a plus.,Excellent programming skills in SQL and Python. R is a plus.,Proficiency with multiple analytical and database tools (e.g Jupyter notebooks, Hive, Presto, Vertica, Tableau),Excellent data visualization skills. Experience creating dashboard reporting in Tableau or a similar visualization tool a plus.,Speed, resourcefulness and a go-getter attitude. Moving quickly and executing to allow for continual iteration is a core qualification of our team.,Someone who is willing to contribute new ideas and articulate them to a variety of stakeholders and not just execute on existing ones,A commitment to learning - We want someone who seeks to deliver impact, but also invests in themselves and others. We don’t get better by standing still, so you will need to consistently seek to innovate and raise the bar","At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drive...",https://www.uber.com/careers/list/39836/?iis=marketing&iisn=Linkedin&iisp=paid&linkedin_sponsored=sponsored&rx_campaign=Linkedin1&rx_group=1462&rx_job=39836&rx_medium=post&rx_source=Linkedin
JOB20525237289,DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/usa/jobs/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&vs=25
JOB21309785105,SR DATA ANALYST SUPPLY CHAIN Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/sr-data-analyst-supply-chain/jobs-in/georgia/usa/jobs/?vs=25&utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed
JOB21319304226,SENIOR DATA ANALYST SUPPLY CHAIN Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/senior-data-analyst-supply-chain/jobs-in/usa/jobs/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&vs=25&utm_campaign=.JOBS%20RSS%20Feed
JOB21513635573,Senior Data Analyst,,"We value big ideas and creative execution,We build open and honest relationships,We are results driven and accountable,We celebrate success together,We aspire to be remarkable,You want to help customers leverage data in ways that encourage transparency and drive better, more efficient governance. You have enthusiasm for and comfort with working directly with government and other public sector organizations, and have the ability to:,Architect solutions, including data publishing pipelines and ETL processes, and data visualizations that help customers understand and solve their business problems,Understand customer goals and work creatively to accomplish those goals with product- and process-driven solutions,Work to customer design specifications, and to work creatively without them when necessary,Emphasize long-term customer success over temporary solutions but know when to make trade-offs,You love helping customers in a consultative role, and have the ability to:,Proficiently translate those needs into the right technology,Proficiently translate technical needs to a non-technical audience,Estimate consulting levels of effort required for supporting technical data work for customer implementations,Develop a deep understanding of the business and end user needs,Effectively understand and analyze both technical and business risks and impact,You have significant data analysis experience, including programmatic and/or statistical approaches. We are currently using primarily, and SQL though familiarity with other tools is welcome. Experience working with APIs preferred. You have the ability to:,Write clean, maintainable code; including documentation that demonstrates best practices in data management and data analysis,You want to work in company where everybody believes in a shared mission and has a strong sense of shared responsibility. You have the ability to:,Proactively identify areas of improvement in collaboration with team on solutions, methodology, best practices, and thought leadership around the Socrata platform solutions.,A bachelor’s degree is strongly desired, preferably in a technical field; appropriate demonstrative experience may be substituted.,You are comfortable making technical decisions when there is no clear correct answer,You have a proven track record of shipping great products or solutions,Experience with data visualization research and/or design, analytical or DBA best practices,Familiarity with open data standards and metadata guidelines and/or schemas","Reasons could include: the employer is not accepting applications, is not actively hiring, or is rev...",https://www.indeed.com/viewjob?jk=13a879e99b4f870e
JOB22338798651,Hde Sr Data Analyst Jobs in Georgia,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/hde-sr-data-analyst/jobs-in/georgia/usa/jobs/?utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe&vs=25&utm_campaign=.JOBS%20RSS%20Feed
JOB22350697056,"Lease Data Analyst, Ingka Centres, Warsaw/Janki",,,"
Stellenbeschreibung
WHO YOU ARE
We are Ingka Centres. And we love people. When people meet each oth...",https://de-jobs.about.ikea.com/job/janki/lease-data-analyst-ingka-centres-warsaw-janki/24107/13104088
JOB22403645922,IBM Algorithmics - Data Analyst,,,"
IBM Algorithmics - Data Analyst
Use this training path to see the courses you need to take to achie...",https://www-03.ibm.com/services/learning/ites.wss/us/en?pageType=page&c=Z721537K76401G95
JOB22661307735,Developer & Data Analyst,"Committed to working in the nonprofit sector,Experienced problem-solver and creative thinker,Expert knowledge of relational databases,Proficiency in Visualforce, Apex, and Salesforce configuration,Proficiency in SQL and SQL server,3+ years of relevant technology experience,Able to travel up to 25%,4-year degree,Boston metro area,Salesforce Administrator, Advanced Administrator, or Developer credential,Experience migrating data into Salesforce,Experience deploying technology,Experience with integrations using REST and SOAP,Nonprofit experience,Applicants must be eligible to work in the US without sponsorship. H1-B sponsorship is not available.,In addition, this position is located in downtown Boston, so local candidates only, please. Telecommuting applicants will not be considered and relocation assistance in not available.,Salary, plus healthcare, 401(k) benefits, and paid time off,Commitment to professional development and advancement","Customize native Salesforce applications,Create new Salesforce solutions,Map data from legacy systems to Salesforce,Stage, transform and import legacy data into Salesforce,Develop user interfaces with Visualforce,Write the classes and triggers necessary to support complex functionality","
Craftsman Technology Group is hiring a Developer and Data Analyst for our Salesforce implementation...",https://www.idealist.org/en/consultant-job/1bbcae277cc24a45a52563407a3fcb16-developer-data-analyst-craftsman-technology-group-boston
JOB23088284719,SENIOR DATA ANALYST - PRO OPERATIONS Jobs in United States,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/senior-data-analyst-pro-operations/jobs-in/usa/jobs/?vs=25&utm_medium=.JOBS%20Universe&utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE
JOB23818388524,DATA ANALYST - SUPPLY CHAIN,,,"
Job Information
POSITION PURPOSE
A Data Analyst Supply Chain leverages technical abilities to synth...",https://militaryjobs.homedepot.com/7DF19181511C410497137390335AE61325
JOB23852172310,"DATA ANALYST SUPPLY CHAIN in Atlanta, Georgia",,"Responsible for supporting strategic inventory initiatives,Responsible for supporting the Inventory Planning & Replenishment organization's analytics needs,30%-Executes existing reporting and analytical responsibilities,20%-Leverages data analytics tools to create new dashboards, reports, and any additional ad-hoc requests,20%-Ensures the quality of work output by displaying a keen attention to detail,20%-Develops additional technical competencies and subject matter expertise within core functional group,10%-Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture","
Job Information
POSITION PURPOSE:
A Data Analyst Supply Chain leverages technical abilities to synt...",https://militaryjobs.homedepot.com/atlanta-ga/data-analyst-supply-chain/211D6A0225B24A3F8845FB58E3828EED/job/?utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe
JOB23900472354,The Home Depot PRO Data Analyst,"Drives Results: Consistently achieving results, even under tough circumstances","30% - Business Acumen: Subject matter expert for assigned product category online. Learn and report on best practices, industry standards, and legal requirements associated with assigned projects.,30% - Data Analysis: Measure ongoing effectiveness of programs against metric targets. Develop and execute ongoing enhancement/optimization strategy based on measured performance and customer feedback. Trouble shoot and problem solve for ongoing operational needs as they arise,25% - Project Management: Responsible for category product data projects and status reporting SKU collection and maintenance, product cross merchandising online, product presentation, etc. Responsible for prioritizing projects, tasks to ensure deliverables and goals are met or exceeded. Coordinate integrated teams from one or more external agencies or functional organizations supporting managed initiatives.,15% - Effective Communication: Ability to author clear, concise end user/training materials for processes, build presentations and deliver to a wide variety of stakeholders.,Bachelor's degree preferred,3+ years of previous work related experience preferred,Working knowledge of Microsoft Office Suite,Working knowledge of Tableau,Working knowledge of analytical/statistics software (e.g., SPSS, SAS, R, Stata),Demonstrated ability to collaborate and work effectively with cross-functional teams,Ability to develop and apply advanced mathematical/statistical techniques,Ability to draw accurate conclusions from financial documentation,Demonstrated project management skills,Excellent written and verbal communication skills,Action Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm,Collaborates: Building partnerships and working collaboratively with others to meet shared objectives,Communicates Effectively: Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiences,Customer Focus: Building strong customer relationships and delivering customer-centric solutions","
Job Information
POSITION PURPOSE
This position serves as the primary product data analyst within Th...",https://militaryjobs.homedepot.com/jacksonville-fl/the-home-depot-pro-data-analyst/FCC4570010B3481989F9F904E63F401C/job/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed
JOB24064279562,"SENIOR DATA ANALYST SUPPLY CHAIN in Atlanta, Georgia",,"30%-Leverages data analytics tools to create new dashboards, reports, and any additional ad-hoc requests,20%-Executes existing reporting and analytical responsibilities,20%-Ensures the quality of work output by displaying a keen attention to detail,20%-Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture,10%-Develops additional technical competencies and subject matter expertise within core functional group","
Job Information
POSITION PURPOSE:
A Sr Data Analyst Supply Chain leverages proven technical abiliti...",https://militaryjobs.homedepot.com/atlanta-ga/senior-data-analyst-supply-chain/AC2E5856EE7F4FFCA88889181E1A7940/job/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed
JOB24293049379,"DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Atlanta, GA",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/atlanta/georgia/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE
JOB24299225438,Editorial Data Analyst,,"Shares journalism experience with the newsroom, and applies it to data.,Analyzes and looks for trends in overall editorial systems and platform metrics, including web, native apps and social media.,Brainstorms, drafts and implements analytics strategies to help guide our 24/7 publishing cycle.,Creates insights for editorial strategies that meet the overall content strategy and helps meet the content metrics goals derived from it.,Becomes a content data evangelizer in the newsroom.,Is able to generate analysis and insights quickly, to timely impact programming and strategizing on the site and native apps.,Has strong communication skills that convey the impact of the data trends.,Looks at data from different sources and platforms and weaves an analysis from all of them.,Strategizes current implementation and future ones to ensure the correct data is being captured.,Has strong analytical skills, as well as critical thinking and attention to detail.,Experience in journalism and newsroom/content data analysis strongly preferred.,Bachelor’s degree in journalism, mass communications or related field.,Experience producing and generating reports in Microsoft Excel, Microsoft Access and other data platforms,The ability to work independently.,Good understanding/knowledge of data gathering tools such as Adobe Analytics, Chartbeat, and Google Analytics.,Comfortable working on a deadline-driven journalistic and product environment.,Keen eye for detail and ability to jump quickly when new trends are discovered.,Understanding of audience models and how data powers them.,Reliable transportation to and from our Melville, Long Island office.,Desk jobs are largely sedentary roles that would require one’s ability to sit for extended period of time up to full 8 hour shift; may occasionally lift up to 25 lbs for files and supplies; ability to reach, bend.","
Would you like to work at an organization that consistently wins journalism prizes, including local...",https://www.mediabistro.com/jobs/description/385227/editorial-data-analyst/
JOB24308380485,[Jobs] Fwd: FW: [aapor-net] Job Announcement for Data Analyst,,"Previous message: [Jobs] Fwd: FW: Postdoctoral Fellowship - Social Determinants of Health,Next message: [Jobs] Another job announcement for a position in Rostock, Max Planck Institute for Demographic Research (fwd),Previous message: [Jobs] Fwd: FW: Postdoctoral Fellowship - Social Determinants of Health,Next message: [Jobs] Another job announcement for a position in Rostock, Max Planck Institute for Demographic Research (fwd)"," Leora Lawton llawton at berkeley.edu
Sun Apr 10 17:10:42 PDT 2016
Previous message: [Jobs] Fwd: FW:...",http://lists.demog.berkeley.edu/pipermail/jobs/2016-April/002395.html
JOB24367383572,"DATA ANALYST - SUPPLY CHAIN ANALYTICS Jobs in Atlanta, GA",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/data-analyst-supply-chain-analytics/jobs-in/atlanta/georgia/usa/jobs/?utm_medium=.JOBS%20Universe&utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_source=.JOBS%20RSS%20Feed-DE
