id,name,requirements,tasks,summary,pageUrl
JOB190129112793,IoT DevOps Engineer,,"Maintaining and troubleshooting a nationwide fleet of IoT devices, including a software deployment pipeline for those devices,Providing requirements to software developers for building a monitoring and management platform,Supporting installers as they provision and configure IoT devices,Providing quick resolutions to device issues in the field,Strong understanding of computer networking and the Linux operating system,Experience with physical infrastructure deployments,Understanding of AWS cloud services,Ability to build code pipelines using Jenkins, Github, etc,Proficiency with programming languages like Javascript and Python,Ability to communicate clearly with engineers about complex technical requirements,3+ years of experience managing Linux environments,3+ years of experience with network design and implementation,1+ years of experience with IoT device management,Experience connecting devices and applications to cloud infrastructure (preferably AWS),Experience with agile Software Development and modern DevOps practices",If this is your first time applying you will need to create a candidate account when you click on ap...,https://www.indeed.com/rc/clk?jk=0bbd935f5441ee72&fccid=8ebc1737f4b2eb46&vjs=3
JOB191951562817,Devops Engineer,Strong desire to innovate and develop future technology,"Development, support, and maintenance of the BigID platform,Development, support, and maintenance of Cloudera Enterprise Data Hub is a strong plus,Design, development and implementation of automation innovations,Development of automated infrastructure testing scripts,Building and nurturing relationships with Fidelity’s Database communities,Contribution to all phases of the application lifecycle – requirements, development, testing, implementation, and support.,Responding and providing guidance to customers of the BigID platform,Defining and implementing integration points with existing technology systems,Interacting with and participating in open-source software communities,Researching and remaining current on Docker Container and Container Orchestration industry trends and innovations,Participating in a 24 x 7 hour on-call support rotation,B.S. Computer Science or equivalent,Master’s degree is a plus,3+ years application development or systems administration experience,3+ years of development experience in one or more of the following languages: Java, C++, Perl, Python,Experience deploying or managing open-source software,Strong experience with any Linux distribution,2+ year experience with Docker and Docker Compose,2+ year experience with Ansible,2+ year experience with Kubernetes,2+ year experience with AWS ECS,2+ year experience with MongoDB,Database administration experience a plus,You are proficient with various database, development, and automation technologies.,Hands on working experience with Docker and Docker Compose,Experience with automation/configuration management using Ansible,Hands on works experience with Kubernetes,Demonstrated experience devops contributions,Strong background in Linux/Unix Administration,Agile Scrum or Kanban experience – Working experience within an agile team,Global team experience,Experience with automation/configuration management using Ansible,Programming in CI/CD technologies required","
Job description
Primary Responsibilities
The incumbent will have the opportunity of working directl...",http://stackoverflow.com/jobs/285260/devops-engineer-a-line-staffing-solutions
JOB192024635504,Senior Devops Engineer,"Ability to learn and apply new technologies through self-learning,Experience in at least 1 high level language (ruby, python, etc),Experience in one or more CI/CD automation tools (e.g. Github Actions, Azure Devops, Jenkins),Experience supporting developer productivity,Experience automating delivery of production infrastructure,Experience with modern version control, trunk-based development, and release processes,Experience in cloud infrastructure,Strong communication skills,Compassion and empathy","Support and work alongside a cross-functional engineering team to help deliver end-to-end products and features, seeing them through from conception to delivery,Keep up to date on modern technologies and trends and advocate for their inclusion within products when it makes sense,Create, maintain, and iterate on our CI/CD processes for new and existing services,Creates tooling and patterns for teams to integrate within their CI/CD processes,Create and maintain pipeline infrastructure for delivering software applications to cloud environments,Cultivate an environment of mutual learning and continuous improvement","
Job description
About the Role
The transportation industry has no shortage of complex problems requ...",http://stackoverflow.com/jobs/426121/senior-devops-engineer-mastery-logistics-systems
JOB193126663900,IoT DevOps Engineer,,"Maintaining and troubleshooting a nationwide fleet of IoT devices, including a software deployment pipeline for those devices,Providing requirements to software developers for building a monitoring and management platform,Supporting installers as they provision and configure IoT devices,Providing quick resolutions to device issues in the field,Strong understanding of computer networking and the Linux operating system,Experience with physical infrastructure deployments,Understanding of AWS cloud services,Ability to build code pipelines using Jenkins, Github, etc,Proficiency with programming languages like Javascript and Python,Ability to communicate clearly with engineers about complex technical requirements,3+ years of experience managing Linux environments,3+ years of experience with network design and implementation,1+ years of experience with IoT device management,Experience connecting devices and applications to cloud infrastructure (preferably AWS),Experience with agile Software Development and modern DevOps practices",If this is your first time applying you will need to create a candidate account when you click on ap...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Czno0-YjsSdnp8i6-pk2KeJSEdwRjH1AAXcWDXZkS91FZ-gCZUI0Rog9xJqU0VABxeefl_JVQm1kBOdpkxVNt-nizJjEnOmMafCg9UFRJrBz6wWkXVrRe5P6y-OHnboy4rW4i8FJ0KAn_kCoW-ofxLieBIu0JT-2OA7fxKTnUQKKC3wH-msA8Do1BMUO2LiuIrA4MNG0pvgLa25LF7_oINF8TwAcrLq6DSzaBYtl9M6pe38nfDmE2sOmhi0D8tLfJrM_NAvGrDl863UBLfpQlCgAlJWrnEHhxrrEvnE8vk3ezG9n4dHLE_ujOUPU4DU6YYNaGKqi7kOlHEjd-Z-Xk5YhiZDql3UTJSXnV0_vWdv3AXsnsYNw3RXkIpppxvirJob73lge6q2OHe83LnpbQcFnxkTcfnJze7_Zv8YR7TfOWuA8bjonthNs9VnR-BdFGHbLwj43RHU4cCzEJ2zGO9jCCgWRQMcKG-a5c84yA6XPMmpogmqmarY60GBG1DtSAeBpTrT-5HKqNACZOgk2Ee&vjs=3&p=7&sk=&fvj=0
JOB196149184255,IoT DevOps Engineer,,"Maintaining and troubleshooting a nationwide fleet of IoT devices, including a software deployment pipeline for those devices,Providing requirements to software developers for building a monitoring and management platform,Supporting installers as they provision and configure IoT devices,Providing quick resolutions to device issues in the field,Strong understanding of computer networking and the Linux operating system,Experience with physical infrastructure deployments,Understanding of AWS cloud services,Ability to build code pipelines using Jenkins, Github, etc,Proficiency with programming languages like Javascript and Python,Ability to communicate clearly with engineers about complex technical requirements,3+ years of experience managing Linux environments,3+ years of experience with network design and implementation,1+ years of experience with IoT device management,Experience connecting devices and applications to cloud infrastructure (preferably AWS),Experience with agile Software Development and modern DevOps practices",If this is your first time applying you will need to create a candidate account when you click on ap...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Czno0-YjsSdnp8i6-pk2KeJSEdwRjH1AAXcWDXZkS91FZ-gCZUI0Rog9xJqU0VABxeefl_JVQm1kBOdpkxVNt-nizJjEnOmMafCg9UFRJrBz6wWkXVrRe5P6y-OHnboy4rW4i8FJ0KAn_kCoW-ofxLKWnwUYHQU_0JUcHVUYbchmC1WPuziU1FUbOW7xZuGW7wnjMBiFJlZyjhPl0c6emaXZafv2Oz3SES-49ImYjKynovfZXD_keA7WlOPa4OH-c6QCbph0DRGS0MA5okeoX8YB2Vka1VZWkvdSV1pCfIiIlqVMO4gu-ccIGpqXSic1Pm9GJfuI-77kLySsPw0CIeMrK26S0Gw-9HyVMGl0jgnMkcepJOGEp72OGBBQGvzVMjE2ZwAzW0ze-7X6a0y8xK6dHmM8Q0kW71RJLBXlcvgZ3rUjG7T7TTctgKVzwn7KD5cmn_b2QipPAYZT4TW9cREUpqagPmrOhSwwsxUlLNiw-DUunX_AzFXBsd73UpWrWG0vU8mG0swOY2YEYEBRHF&vjs=3&p=6&sk=&fvj=0
JOB196283319355,"Principal Devops Engineer Jobs in Houston, TX",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job...",https://militaryjobs.homedepot.com/principal-devops-engineer/jobs-in/houston/texas/usa/jobs/?utm_source=.JOBS+RSS+Feed-DE&utm_medium=.JOBS+Universe&vs=25&utm_campaign=.JOBS+RSS+Feed
JOB200185022163,Junior DevOps Engineer,,,"Clearance Level Must Currently Possess:
No Active Clearance Required
Clearance Level Must Be Able to...",https://www.indeed.com/rc/clk?jk=4f2b136ccc30bb7c&fccid=0e18721ba57279e5&vjs=3
JOB201612699742,DevOps Engineer,"Strong writing skills; ability to craft clear and concise documentation,Strong background in Linux/Unix Administration,Experience with automation and configuration management using Ansible, Chef, Puppet or an equivalent,Experience with deployment orchestration using Nomad, Consul, and Docker,Knowledge of the AWS stack,Ability to design and manage CI / CD pipelines (CircleCi),Strong grasp of modern Python development,Experience with management of networking and VPNs,Experience managing software change control and software review systems such as Gerrit,Experience managing software releases across multiple git repositories,Experience with relational, non-relational, and timeseries data stores,An academic background in Computer Science (BSc or MSc) or equivalent,Experience building APIs and web applications (Django, Flask, Rails, etc),Familiar with software build systems such as CMake, Autotools, and Make,Familiar with repo aggregators such as Android's git-repo",,"
Job description
When someone installs Density in a location, they get access to real time, accurate...",https://stackoverflow.com/jobs/143152/devops-engineer-density
JOB209374161014,Senior DevOps Engineer,"A Bachelor's Degree in Computer Science, Engineering, or related technical discipline","Analyze and implement Continuous Integration / Continuous Development / Continuous Testing infrastructure, tools, and scripting engineering teams to focus on building features quickly using automated processes,Build automated scripts to provision secure and immutable environments/containers through infrastructure as code and configuration as code,Implement continuous monitoring and alerting around infrastructure, server and application availability and performance,Develop database migration scripts and tools as needed for engineering data needs, and operational processes,Assist with developing Web & API automated test frameworks to be fast, modular, and reliable,Build custom reports and dashboards as needed to create big information radiators around build results, test results, system uptime and system health and performance,Coach engineers around development and testing best practices – such as: Unit tests, Integration testing, feature flagging, and following trunk-based-development practices,Foster a DevOps culture of shared responsibility, quality, and partnership,Support provisioning, deployment, incident response and escalations for Production,Seek technical opportunities to increase application performance and reliability,Introduce and support roll-out or modern application architecture like Microservices, Serverless, N-Tier etc.,5+ year of DevOps experience in a Cloud/SaaS environment configuring CICD pipelines,5+ years of software engineering experience using C#.net, Java or equivalent,Hands-on Amazon Web Services (AWS) experience including design, operations, automation, monitoring, security, combined with at least one AWS Certification,Experience with Infrastructure as Code (IaC) & Configuration as Code (CaC) tools,Most desired skills and Experiences:
Code/Build: Git/GitHub, Azure/VSTS, Jenkins
Scripting: Python, Powershell, Groovy, Bash, SQL, JSON, YAML
Monitoring: AWS Config, AWS Cloud Watch, New Relic
OS: Windows, Linux, Docker, Fargate
Automation & Orchestration: Ansible, Terraform, AWS Cloud Formation
Microservices architecture, Serverless, Containerization, RESTAPIs
Databases: SQLServer, Postgress, Amazon Aurora, RDS
Testing: Selenium, xUnit, RestSharp, SonarQube, Jmeter
SDLC: Experience with Scrum, Feature Flagging and trunk-based-development,Code/Build: Git/GitHub, Azure/VSTS, Jenkins,Scripting: Python, Powershell, Groovy, Bash, SQL, JSON, YAML,Monitoring: AWS Config, AWS Cloud Watch, New Relic,OS: Windows, Linux, Docker, Fargate,Automation & Orchestration: Ansible, Terraform, AWS Cloud Formation,Microservices architecture, Serverless, Containerization, RESTAPIs,Databases: SQLServer, Postgress, Amazon Aurora, RDS,Testing: Selenium, xUnit, RestSharp, SonarQube, Jmeter,SDLC: Experience with Scrum, Feature Flagging and trunk-based-development,Hands-on experience supporting and guiding technical teams is valuable,Excellent communication and influencing skills with the heart of a teacher","
Job description
Are You the Right Fit?
Visual Lease is currently seeking a Senior DevOps Engineer t...",http://stackoverflow.com/jobs/450853/senior-devops-engineer-visual-lease
JOB210561804372,Devops Engineer,,"In this role you will partner with Product and Operations teams to understand how users will use our software and formulate strategies to make sure production runs smoothly. Understanding what planned features means for testing, software configuration, monitoring / alerting, debugging and operating software is critical.,As we move past strategy you will contribute to production issue triage and proactively implementing services to make our software more performant, available, resilient, and maintainable.,Participate in the on-call / off-call support triage, system operations/administrations, workflow, and rotation. Recommend and implement preventure solutions.,Manage the provisioning and operations of our infrastructure and environments. Most of our applications are on AWS Cloud,Build and own the software tools and develop practices to focus on automation across provisioning, integration, and deployment focusing on self service.,Help ensure continuous integration catches issues as early as possible by building test tools, setting up code metrics, and implementing integration tests across systems,Make monitoring and alerting solutions alert on symptoms and not on outages. Let's find issues before our customers or stakeholders do.,Document every action so your findings turn into repeatable actions-and then into automation.,Debug production issues across multiple systems and various levels of the stack,Strong experience managing, maintaining, and automating infrastructure on AWS Cloud,Deep hands on experience managing and maintaining Linux systems.,Fluent in at least one higher order scripting language (e.g. Python),Strong experience automating the integration and deployment of software (e.g. Jenkins, CodeDeploy, Scrutinizer, CodeQuality tools),Strong experience using logging and monitoring tools to improve observability across systems (e.g. Rollbar, Cloudwatch, NewRelic),Experience with Terraform or other configuration management systems.,Experience automating with software configuration management systems and/or source code version control systems e.g. BitBucket.,Experience with Databases (e.g. MySQL / PostgreSQL) and Middleware Infrastructure.,Experience with on-call support tools and processes.,Amazon AWS Cloud certification,Silicon Valley style office located in Rockville MD with snacks, games, nap rooms, and a gym!,Competitive salary, 4 weeks of PTO, 401k,Free Lurn swag!,Company sponsored (virtual and in person) events and team building activities","
Job description
Hi Everyone! We're Lurn - The Transformational Home for Entrepreneurs. Our company ...",http://stackoverflow.com/jobs/445454/devops-engineer-lurn-inc
JOB211344012859,Senior DevOps Engineer,Gym membership compensation,"Collaborate with multiple feature development teams to identify needs for building and deploying their applications.,Deploy and configure daily iterative builds of applications into Tomcat server environments for multiple feature development teams.,Develop and implement automation for deployment and configuration tasks.,Identify infrastructure needs for deployment environments.,Troubleshoot failed builds and deployments. Determine and fix environment and configuration issues. Analyze logs and communicate potential code issues to development teams.,Facilitate, manage and communicate information related to environments - their current state, deployed versions and availability to developers, QA engineers and team members.,Own and execute BitBucket, Maven, and Jenkins/Bamboo-based software configuration and release activities in central Git repositories and Bamboo builds– branching, tagging, building, releasing.,BS in Computer Science or equivalent experience,3+ years experience with Linux operating systems,3+ years with some of the following technologies Python, Nexus/Artifactory, Bamboo, Jenkins, NPM, Maven/Grade, Docker, Chef, Ansible, REST APIs,Strong experience with Amazon Web Services (AWS) or Azure,Excellent written and verbal communication skills to coordinate with worldwide development and operations teams,The ideal Senior Release Engineer candidate is someone who has had some hands-on development experience using contemporary open-source Java enterprise technologies, and who has transitioned into the operations aspect of development with knowledge and a keen interest in the automation of deployment and configuration of Java applications in AWS environments. The Senior Release Engineer role requires a versatile skillset that includes problem solving, programming, and troubleshooting skills.,Expertise with the deployment of WAR application packages in Tomcat environments.,Knowledge and experience with Ansible for build and deployment automation. Skill and expertise with common scripting platforms for Mac, Linux, and Windows. Ability to design, implement and maintain sustainable automation for the deployment and configuration of Java applications and related databases.,Familiarity with relational and noSQL databases, particularly MongoDB. Ability to understand and modify both mongo and SQL statements and scripts to fulfill database configuration and setup needs for applications. Ability to perform database installation and configuration steps, including backup and restoration of test data in multiple environments.,Experience using Git for version control in distributed team development setups. Experience with management and administration of central Git repositories using Stash, BitBucket or GitHub enterprise. Familiarity with common Git tasks such as repository forks, pulls, pushes and tagging.,Knowledge and experience with continuous build environments. Ability to configure new builds, and modify existing ones as needed.,Medical insurance,Dental insurance,Vision insurance,Life insurance,Long-term disability insurance,401k plan,Vacation time","
Role
At Sophos, we operate at the cutting edge of technology, protecting businesses worldwide again...",https://www.sophos.com/cs-cz/about-us/careers/united-states/senior-devops-engineer.aspx
JOB212854506408,Principal DevOps Engineer,"8+ years experience in operations/DevOps,2+ years Amazon Web Services (AWS) EC2, S3, VPC, auto-scale,Strong understanding of Linux/Unix operating systems administration and networking fundamentals,Experience with automation/configuration management using either Puppet, Chef or an equivalent,Ability to use a wide variety of open source technologies and cloud services (experience with AWS is required),A working understanding of code and script (PHP, Python, Perl and/or Ruby),Knowledge of best practices and IT operations in a high availability environment,Experience with ElasticSearch a plus,High energy with a positive attitude","We are looking for a Principal DevOps Engineer to join our software engineering organization. This position will need to have a broad and deep technical skill set to support one of the top technology initiatives in the company.,If you have architectural and lead experience in technical operations and love to collaborate with development teams from design through the development process to production support – we want to talk with you.,As a Principal DevOps Engineer, you will engage at all levels with an experienced cross-disciplinary staff. You will be solving deep technical problems and building innovative solutions in a fast paced environment working with smart and passionate team members. You must have hands-on experience building scalable solutions. Your responsibilities will include owning the overarching solution, working closely with software engineering teams to bridge key technical relationships, and driving technical initiatives towards success.,Participate as a technical expert providing solutions to operational problems,Contribute to new product implementation and provide enterprise upkeep and maintenance of the DevOps discipline for engineering,Interface with vendors, engineering, and peer operations organizations.,Establish organizational standards, policies, and procedures,Implement techniques for keeping systems available by designing simple, repeatable, reliable solutions,Assist in the career development of others, actively mentoring individuals and the community on advanced technical issues and helping managers guide the career growth of their team members.,8+ years experience in operations/DevOps,2+ years Amazon Web Services (AWS) EC2, S3, VPC, auto-scale,Strong understanding of Linux/Unix operating systems administration and networking fundamentals","
What you’ll be doing...
We are looking for a Principal DevOps Engineer to join our software enginee...",https://www.verizon.com/about/work/jobs/1893150-principal-devops-engineer
JOB214438406268,"DevOps Engineer (AWS) (Part Time, Ongoing, Remote)","Responsible and serious professionals capable of consistently delivering high quality;,Good and Effective Communicators;,Willing to re-examine their approaches when current approaches aren't working.,Experience with AWS is required; familiarity deploying and operating applications in AWS including EC2, SQS, EBS, IAM, RDS, ELB, Elasticache and the AWS APIs;,Agile Principles / Continuous Integration / Continuous Release;,Cloud/Data Center Administration;,Knowledge of Travis-CI;,Automation/configuration management using Terraform;,Knowledge of best practices and IT operations in an always-up, always-available service requirements;,Versatile scripter for administration, operations, and monitoring tasks;,Competent and active proponent of DevOps principles.","Front-end and Back-end Web Apps that we run on Amazon AWS. It is essential for us to best optimize the AWS resource and its services (such as Lambda, RDS, Cognito, etc..) to deliver solutions that are of high quality and scalability and can be built and deployed fast.,Customized CRM and ERP systems built on the Zoho Platform and heavily connected into our custom apps.,Programmable telephony (based on Vonage platform) that we heavily connect into our custom solutions.,Administer AWS Infrastructure, including provisioning and security;,Monitor the AWS Infrastructure;,Assist developers with best practices in architecting solutions in the AWS cloud;,Design and implement build, deployment, and configuration management scripts;,Assist developers with code deployments in all environments;,Participate in the creation, setup, and execution of performance tests;,Build, maintain and monitor configuration standards;,Perform database-related activities;,Work together with developers and QA engineers to help improve pre-release testing;,Participate in release planning activities;,Help manage risks that may affect scope of a release;,Do other things that you will deem necessary to effectively deliver on the result.","
We are looking for a highly skilled DevOps Engineer with extensive AWS administration experience to...",http://stackoverflow.com/jobs/397804/devops-engineer-aws-part-time-ongoing-remote-deep-consulting-solutions
JOB218655295221,IoT DevOps Engineer,,"Maintaining and troubleshooting a nationwide fleet of IoT devices, including a software deployment pipeline for those devices,Providing requirements to software developers for building a monitoring and management platform,Supporting installers as they provision and configure IoT devices,Providing quick resolutions to device issues in the field,Strong understanding of computer networking and the Linux operating system,Experience with physical infrastructure deployments,Understanding of AWS cloud services,Ability to build code pipelines using Jenkins, Github, etc,Proficiency with programming languages like Javascript and Python,Ability to communicate clearly with engineers about complex technical requirements,3+ years of experience managing Linux environments,3+ years of experience with network design and implementation,1+ years of experience with IoT device management,Experience connecting devices and applications to cloud infrastructure (preferably AWS),Experience with agile Software Development and modern DevOps practices",If this is your first time applying you will need to create a candidate account when you click on ap...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Czno0-YjsSdnp8i6-pk2KeJSEdwRjH1AAXcWDXZkS91FZ-gCZUI0Rog9xJqU0VABxeefl_JVQm1kBOdpkxVNt-nizJjEnOmMafCg9UFRJrBz6wWkXVrRe5P6y-OHnboy4rW4i8FJ0KAn_kCoW-ofxLgZQ9y6Uu0UGbGvht_6ofbMS-bXWEzT6p1mbFblNSbHxVnERoyvFSDuM8Hv1PB52CZmEI50i7cbT1WEj4nH6_FtH3B27zV8DQn-CuO9gFyf-LAR-XizIPjY8NZZoz_ERZV-sxw50FB9OBIOTVAbr-Cl5a_DG25wzHqOehvK0XH0jskiBzP0v_2o2nDUlsTaS0ApEp2RpfTdzk14pLTCrvJO2sS4ChrUUDHydB1g2Rbu5PJ6Gz6NZL5EgRaCtzBhxHHxJGyerbMXF4DZNsZJStn0Oa5i5afXdNIfIn8qlc0I8zo_dh4SnBTHPpSrjTm1t6wll24SzHwRP8mOA73tTcCxQ8HwzEG5D49jNaXmL5eLQELXWh2NxQ4tTgCljBmvMz&vjs=3&p=5&sk=&fvj=0
JOB220721943573,DevOps Engineer,"Bachelor's degree (BA/BS) in Computer Science, Information Systems or related field preferred,Experience working on a 24x7 Cloud or SaaS production operations team or alternatively experience working with on premise infrastructure management,Infrastructure Management (Hardware/Cloud, Middleware),Automation of Middleware configuration,Environment Build Activities,Common DevOps Platform tooling (Chef, Puppet, Docker,AWS),Proven ability to work on your own and as a team member",,"
Job Description
Join Accenture and help transform leading organizations and communities around the ...",https://www.accenture.com/au-en/careers/jobdetails?id=00816185_en-GB&title=DevOps+Engineer
JOB222375310878,DevOps Engineer,Gym membership compensation,"Work closely with Sophos Central platform teams to manage the infrastructure architecture with systems that support dozens of Java-based services across multiple regions spread out across the globe.,Work with teams to improve scalability, handle rapid growth, and limit exposure to single points of failure and security vulnerabilities.,Update and maintain tools to support the software engineers to make it easy for them to roll out new code, test new features, and do load and performance testing.,Enhance management and monitoring capabilities for all cloud services.,Work with platform, operations, and application teams to continuously improve the CI/CD processes.,Significant experience as a DevOps engineer or related role where you were designing, planning, and managing cloud infrastructure.,Familiarity with writing automation scripts and build pipelines.,Solid understanding of relational and non-relational database systems.,Strong understanding and familiarity with the fundamentals of UNIX systems administration and security.,Experience with automation and/or cloud orchestration tools such as Ansible or Terraform.,Knowledge of containerization technologies such as Docker.,Experience conducting performance investigations and tuning.,Experience with AWS services.,Medical insurance,Dental insurance,Vision insurance,Life insurance,Long-term disability insurance,401k plan,Vacation time","
Role
Sophos is hiring a talented DevOps Engineer to help drive the adoption of DevOps principles ac...",https://www.sophos.com/de-de/about-us/careers/united-states/va-devops-engineer.aspx
JOB222788073002,DevOps Engineer,Gym membership compensation,"Carry personal responsibility for high quality implementation and changes to a live IT infrastructure,Manage key operational systems on which millions of customers depend,Monitor existing infrastructure and processes, identify areas of weakness and propose improvements,Take corrective action, as a first point of contact, to resolve incidents escalated from Technical Support, IT and SophosLabs during working hours. Escalating where appropriate.,Publish Software updates as required meeting product release schedules, monitoring load on infrastructure and support, taking corrective action where possible and flagging issues with manager.,Participate in a 24/7 on-call rotation and occasionally carry out changes outside of normal working hours,Working to OLAs/SLAs between DCS, other Sophos departments and underpinning contracts with external service providers,Experience working as a DevOps Engineer /systems administration with command line configuration and troubleshooting in a Linux environment,Strong scripting skills in Shell/Perl/Python/JavaScript,Experience with Configuration of monitoring systems and defining alerting thresholds,Knowledge of LAMP stack and good understanding of computer networks, firewalls, routers and security,Operational level experience with Amazon Web Services,Worked in varied and complex development and 24/7 production environments,Automated deployment and configuration tools: Foreman, Puppet, Ansible, Bamboo is an asset,Docker and VMware is an asset,Occasional travel to work abroad,Medical insurance,Dental insurance,Vision insurance,Life insurance,Long-term disability insurance,401k plan,Vacation time","
Role
The DevOps Engineer will work in a customer focused IT platforms team to develop and implement...",https://www.sophos.com/de-de/about-us/careers/united-states/devops-engineer.aspx
JOB224689907829,Production DevOps Engineer - Remote (US),"5 years+ experience in Infrastructure and Operations domains,Experience working with Cloud - AWS, Google Cloud, OpenShift, Pivotal CF,AWS product experience (ELB, EBS, RDS, S3, Route53, AMI users, etc),Experience with setup, configuration, and usage of monitoring, distributed logging, and metrics to spot problems (Prometheus, Grafana, Filebeat, Logstash),Experience with Linux systems,Experience with Kubernetes and Docker is a must,Experience with at least one programming languages, preferably Java, Python, Golang, or Javascript,Dependable and good team player,Desire to learn and work with new technologies,Love automation,Fluent in English,Experience with build tools (Gradle, Maven) and build systems (Jenkins, Hudson),Experience with test automation frameworks,Experience with Git,Experience with Terraform, Ansible, Chef,Background/experience working with distributed systems, NoSQL, big data","Keeping Hazelcast cloud based production systems running smoothly 24/7/365,On-call rotation to respond to availability incidents and work with support engineers on customer incidents,Manage our infrastructure with Terraform and Kubernetes,Manage build/release of Dev, Test, Production environments,Work closely with software developers to deploy and operate our systems,Help automate and streamline our operations and software delivery processes,Build and maintain tools for deployment, monitoring, and operations","
Job description
We are looking for new team members to work together on our cloud based application...",https://stackoverflow.com/jobs/205065/production-devops-engineer-remote-us-hazelcast
JOB226692212847,AWS DevOps Engineer - Remote,"Candidate must reside in the United States,Bachelor's degree in technological or related field and a minimum of 5 years of relevant experience or a Master’s degree with a minimum of 3 years experience,Flexible and willing to accept a change in priorities as necessary,Experience working in the healthcare industry,Federal Government contracting work experience,Prior experience working remotely full-time,Generous base salary,Three weeks of PTO,Excellent health benefits program (Medical, dental and vision),401k retirement plan. We contribute 3% of base salary irrespective of employee's contribution,100% paid short-term and long-term disability,100% paid life insurance,FSA,Casual working environment,Flexible office hours,New laptop (Mac or PC - your choice)","Solid hands-on working experience with configuring and maintaining resources on AWS.,In-depth, hands on experience withTerraform (strongly preferred) and/or CloudFormation.,Hands-on understanding of Docker. Be able to write Dockerfiles. Experience with Docker Compose is a plus.,Familiar with at least one container orchestration platform. ECS or Kubernetes is preferred. Have an understanding and experience of both deploying and maintaining these systems.,Experience with production deployments using Jenkins. Familiarity with jenkinsfiles is a plus.,Knowledge of scripting or programming – Bash, Powershell, Python is a plus.,Knowledge of a configuration management tool, such as Ansible.,Deep, hands-on experience with Linux and administration.,Expertise with cloud security, understand the principle of least privilege. Be experienced with securing S3 buckets and IAM configurations. Understand security groups and access controls.,Experience with and a strong understanding of secret management along with the practice of good security hygiene.,Experience with Atlassian tooling such as Jira and Confluence preferred.,Understand how web applications work and the common tools around them.,Understand the 12 factor app.,Knowledge of networking fundamentals is appreciated.","
Job description
Position Summary:
SemanticBits is seeking a DevOps Engineer to support the automati...",http://stackoverflow.com/jobs/374863/aws-devops-engineer-remote-semanticbits
JOB228563322611,IoT DevOps Engineer,,"Maintaining and troubleshooting a nationwide fleet of IoT devices, including a software deployment pipeline for those devices,Providing requirements to software developers for building a monitoring and management platform,Supporting installers as they provision and configure IoT devices,Providing quick resolutions to device issues in the field,Strong understanding of computer networking and the Linux operating system,Experience with physical infrastructure deployments,Understanding of AWS cloud services,Ability to build code pipelines using Jenkins, Github, etc,Proficiency with programming languages like Javascript and Python,Ability to communicate clearly with engineers about complex technical requirements,3+ years of experience managing Linux environments,3+ years of experience with network design and implementation,1+ years of experience with IoT device management,Experience connecting devices and applications to cloud infrastructure (preferably AWS),Experience with agile Software Development and modern DevOps practices",If this is your first time applying you will need to create a candidate account when you click on ap...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Czno0-YjsSdnp8i6-pk2KeJSEdwRjH1AAXcWDXZkS91FZ-gCZUI0Rog9xJqU0VABxeefl_JVQm1kBOdpkxVNt-nizJjEnOmMafCg9UFRJrBz6wWkXVrRe5P6y-OHnboy4rW4i8FJ0KAn_kCoW-ofxLvNLN5021UbcRm8IU9ECv9-umq_7LR8NqJAt9LlITGRcXdWKvXVD0-vHh_eHev7N61Zs-3cupl2Etuv6l2vvaI8nfvIuwgjhv9g2TnVrRFYdNqMNLwYLv-IgetaBnE75aCtO0LPyCKIXGia8JHxjSs3YF4IOAbJeX3djiWBqWWEtFKWoHvditInwDoKT9FTB6fM9L-5FtDw9C6DZ99FVEqU8_4fviSNTAh3UwLKmVu6axUNK0ZO5k9G8HgRx__8Vs2eWplzBgE1MmDExulEmDSxmZLTVnaMl3U5_lrOhHkzjBuhorzI6nWvL_AcrtW47lRpYyJO53nnk4Yu6y0uxhvXGypeI7ZmfaYcGI-sCDekFufwjs4sMk2xgzhDGDCK8p&vjs=3&p=5&sk=&fvj=0
JOB231041230945,DevOps Engineer,"A passion for automation, optimization, productivity","A proven track record designing and implementing CI/CD pipelines and pipelines-as-code (we use Jenkins),Proven experience working in a Linux-based environment,Experience building tools and automating processes (we like Bash and Python),Familiarity with containerization technologies such as Docker, Kubernetes, and Amazon ECS,Familiarity with configuration-as-code tools such as Ansible and Terraform","
Job description
The Opportunity:
As a DevOps Engineer, you will own the reliability, efficiency, an...",https://stackoverflow.com/jobs/206404/devops-engineer-vivid-seats-llc
JOB232235841841,Demandbase Devops Engineer Interview Questions,,,"
I applied online. The process took a week. I interviewed at Demandbase (San Francisco, CA) in Novem...","https://www.glassdoor.com/Interview/Demandbase-Devops-Engineer-Interview-Questions-EI_IE271272.0,10_KO11,26.htm"
JOB236476566727,"Required || Devops Engineer || Sunnyvale, CA",,,"
Dear Partner,

Hope you are doing great!!
Please go through the requirement and let me know if you ...",http://www.mail-archive.com/peoplesoft-security-administrator@googlegroups.com/msg191386.html
